,index,_id,rt,stimulus,response,response_correct,stimURL,chunk_id,rep,block_number,composite_duration,chunk_duration,participant_condition,compatible_trial,validity,talls_name,wides_name,part_type,part_a,part_b,compatible_condition,trial_type,trial_index,time_elapsed,internal_node_id,datatype,experimentName,iterationName,workerID,gameID,compatibility,composite_id,trial_bin,flagRT
493,493,616796e59075de37027a2191,1482.7999999821186,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_122,tall_126,none,tower-zipping,34,527727,0.0-34.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,3.0,False
494,494,616796e89075de37027a2192,1480.2999999821186,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,35,530518,0.0-35.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,3.0,False
495,495,616796ea9075de37027a2193,1345.7000000178814,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,36,533189,0.0-36.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,3.0,False
496,496,616796ed9075de37027a2194,1088.699999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_010,wide_013,A,tower-zipping,37,535610,0.0-37.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,3.0,False
497,497,616796f09075de37027a2195,2170.199999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,38,539091,0.0-38.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,3.0,False
498,498,616796f39075de37027a2196,1476.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_118,tall_100,A,tower-zipping,39,541892,0.0-39.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,3.0,False
499,499,616796f99075de37027a2197,4467.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_010,wide_013,B,tower-zipping,40,547700,0.0-40.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_122_127.png,3.0,False
500,500,6167972b9075de37027a2198,48608.09999999404,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_118,tall_100,B,tower-zipping,41,597639,0.0-41.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,3.0,True
501,501,6167972e9075de37027a2199,1542.9000000059605,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,42,600565,0.0-42.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
502,502,616797309075de37027a219a,1307.300000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_025,wide_011,none,tower-zipping,43,603203,0.0-43.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
503,503,616797329075de37027a219b,929.2000000178814,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,0,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,44,605439,0.0-44.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,4.0,False
504,504,616797359075de37027a219c,932.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_023,wide_025,none,tower-zipping,45,607704,0.0-45.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
505,505,616797379075de37027a219d,1263.6000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,46,610347,0.0-46.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
506,506,6167973a9075de37027a219e,1085.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_127,tall_122,none,tower-zipping,47,612776,0.0-47.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
507,507,6167973d9075de37027a219f,1943.6000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,48,616108,0.0-48.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,4.0,False
508,508,616797409075de37027a21a0,1181.0999999940395,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_023,A,tower-zipping,49,618656,0.0-49.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,4.0,False
509,509,616797439075de37027a21a1,1817.6000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,50,621784,0.0-50.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,4.0,False
510,510,616797459075de37027a21a2,1299.199999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_127,B,tower-zipping,51,624437,0.0-51.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,4.0,False
511,511,616797489075de37027a21a3,1673.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,52,627462,0.0-52.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_122_127.png,4.0,False
512,512,6167974b9075de37027a21a4,1022.2000000178814,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_011,B,tower-zipping,53,629802,0.0-53.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_122_127.png,4.0,False
513,513,6167974e9075de37027a21a5,1984.3999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,54,633132,0.0-54.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,4.0,False
514,514,616797519075de37027a21a6,1352.2999999821186,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,55,635895,0.0-55.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,5.0,False
515,515,616797539075de37027a21a7,1027.4000000059605,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_126,A,tower-zipping,56,638274,0.0-56.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,5.0,False
516,516,616797569075de37027a21a8,1504.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_122,tall_118,B,tower-zipping,57,641082,0.0-57.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,5.0,False
517,517,616797589075de37027a21a9,939.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_025,wide_010,A,tower-zipping,58,643372,0.0-58.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,5.0,False
518,518,6167975b9075de37027a21aa,1616.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,59,646325,0.0-59.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_122_127.png,5.0,False
519,519,6167975f9075de37027a21ab,2330.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_024,wide_010,B,tower-zipping,60,649997,0.0-60.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_122_127.png,5.0,False
520,520,616797629075de37027a21ac,1286.800000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,61,652608,0.0-61.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_102_126.png,5.0,False
521,521,616797649075de37027a21ad,928.4000000059605,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_126,tall_122,none,tower-zipping,62,654856,0.0-62.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,5.0,False
522,522,616797669075de37027a21ae,1078.199999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,63,657259,0.0-63.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,5.0,False
523,523,616797689075de37027a21af,843.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,64,659432,0.0-64.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,5.0,False
524,524,6167976b9075de37027a21b0,1430.5999999940395,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_102,tall_118,A,tower-zipping,65,662176,0.0-65.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,5.0,False
525,525,6167976e9075de37027a21b1,1075.7000000178814,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,66,664600,0.0-66.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,incompatible,talls_102_126.png,6.0,False
526,526,616797709075de37027a21b2,931.3999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,67,666821,0.0-67.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,compatible,talls_122_127.png,6.0,False
527,527,616797729075de37027a21b3,1006.2999999821186,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_011,wide_025,none,tower-zipping,68,669143,0.0-68.0,trial_end,block_construction_zipping,pilot_0,615f153861d207b7193946f8,0959-b5f70537-685b-4789-8259-b5d7b2212d1d,novel,talls_100_118.png,6.0,False
528,528,616797ce9075de37027a21b6,2062.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,71,1243753,0.0-71.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,6.0,False
529,529,616797d29075de37027a21b7,1026.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,72,1247455,0.0-72.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,6.0,False
530,530,616797d89075de37027a21b8,3492.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,73,1253622,0.0-73.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_102_126.png,6.0,False
531,531,616797dc9075de37027a21b9,1890.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,74,1257833,0.0-74.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_102_126.png,6.0,False
532,532,616797e09075de37027a21ba,1444.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,75,1261556,0.0-75.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,novel,talls_100_118.png,6.0,False
533,533,616797e59075de37027a21bb,2277.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_118,A,tower-zipping,76,1266565,0.0-76.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,compatible,talls_122_127.png,6.0,False
534,534,616797e89075de37027a21bc,1030.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,1000,1000,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_010,B,tower-zipping,77,1269835,0.0-77.0,trial_end,block_construction_zipping,pilot_0,601f3c60d99fb849d9452161,0732-fedc9ede-9741-4041-88a3-472e00321225,incompatible,talls_122_127.png,6.0,False
